									Carapace Width				
Reference(s)	Location	ID	Species	Sex	Notes	Use	Type	n	val/mean	min	max	sd	se
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	19	.	27.5	28.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	14	.	28.5	29.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	23	.	29.5	30.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	2	.	30.5	31.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	5	.	31.5	32.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	2	.	32.5	33.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	3	.	34.5	35.5	.	.
Ahmed1976.1	Venezuela	.	cumulanta	male	data from table 2	Ahmed (1976) male cumulanta set	classcount	57	.	5	6.9	.	.
Ahmed1976.1	Venezuela	.	cumulanta	male	data from table 2	Ahmed (1976) male cumulanta set	classcount	78	.	7	8.9	.	.
Ahmed1976.1	Venezuela	.	cumulanta	male	data from table 2	Ahmed (1976) male cumulanta set	classcount	105	.	9	10.9	.	.
Ahmed1976.1	Venezuela	.	cumulanta	male	data from table 2	Ahmed (1976) male cumulanta set	classcount	53	.	11	12.9	.	.
Ahmed1976.1	Venezuela	.	cumulanta	male	data from table 2	Ahmed (1976) male cumulanta set	classcount	27	.	13	14.9	.	.
Ahmed1976.1	Venezuela	.	cumulanta	male	data from table 2	Ahmed (1976) male cumulanta set	classcount	23	.	15	16.9	.	.
Ahmed1976.1	Venezuela	.	cumulanta	male	data from table 2	Ahmed (1976) male cumulanta set	classcount	6	.	17	18.9	.	.
Ahmed1976.1	Venezuela	.	cumulanta	male	data from table 2	Ahmed (1976) male cumulanta set	classcount	1	.	19	20.9	.	.
Ahmed1976.1	Venezuela	.	cumulanta	male	data from table 2	Ahmed (1976) male cumulanta set	classcount	3	.	21	22.9	.	.
Ahmed1976.1	Venezuela	.	cumulanta	female	data from table 2	Ahmed (1976) female cumulanta set	classcount	35	.	5	6.9	.	.
Ahmed1976.1	Venezuela	.	cumulanta	female	data from table 2	Ahmed (1976) female cumulanta set	classcount	87	.	7	8.9	.	.
Ahmed1976.1	Venezuela	.	cumulanta	female	data from table 2	Ahmed (1976) female cumulanta set	classcount	124	.	9	10.9	.	.
Ahmed1976.1	Venezuela	.	cumulanta	female	data from table 2	Ahmed (1976) female cumulanta set	classcount	40	.	11	12.9	.	.
Ahmed1976.1	Venezuela	.	cumulanta	female	data from table 2	Ahmed (1976) female cumulanta set	classcount	14	.	13	14.9	.	.
Ahmed1976.1	Venezuela	.	cumulanta	female	data from table 2	Ahmed (1976) female cumulanta set	classcount	2	.	17	18.9	.	.
Ahmed1976.1	Venezuela	.	cumulanta	female	data from table 2	Ahmed (1976) female cumulanta set	classcount	2	.	23	24.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 1	classcount	23	.	7	8.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 1	classcount	26	.	9	10.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 1	classcount	35	.	11	12.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 1	classcount	34	.	13	14.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 1	classcount	57	.	15	16.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 1	classcount	34	.	17	18.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 1	classcount	16	.	19	20.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 1	classcount	29	.	21	22.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 1	classcount	26	.	23	24.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 1	classcount	7	.	25	26.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 1	classcount	2	.	5	6.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 1	classcount	8	.	7	8.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 1	classcount	35	.	9	10.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 1	classcount	32	.	11	12.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 1	classcount	26	.	13	14.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 1	classcount	19	.	15	16.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 1	classcount	7	.	17	18.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 1	classcount	6	.	19	20.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 1	classcount	2	.	21	22.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 2	classcount	13	.	5	6.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 2	classcount	12	.	7	8.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 2	classcount	33	.	9	10.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 2	classcount	29	.	11	12.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 2	classcount	14	.	13	14.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 2	classcount	8	.	15	16.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 2	classcount	10	.	17	18.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 2	classcount	2	.	19	20.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 2	classcount	5	.	21	22.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 2	classcount	1	.	23	24.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 2	classcount	12	.	5	6.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 2	classcount	32	.	7	8.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 2	classcount	26	.	9	10.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 2	classcount	6	.	11	12.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 2	classcount	4	.	13	14.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 2	classcount	4	.	15	16.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 2	classcount	2	.	17	18.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 2	classcount	2	.	19	20.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 3	classcount	17	.	5	6.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 3	classcount	47	.	7	8.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 3	classcount	62	.	9	10.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 3	classcount	70	.	11	12.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 3	classcount	69	.	13	14.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 3	classcount	66	.	15	16.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 3	classcount	42	.	17	18.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 3	classcount	27	.	19	20.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 3	classcount	18	.	21	22.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 3	classcount	15	.	23	24.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 3	classcount	5	.	25	26.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 3	classcount	16	.	5	6.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 3	classcount	42	.	7	8.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 3	classcount	45	.	9	10.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 3	classcount	68	.	11	12.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 3	classcount	39	.	13	14.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 3	classcount	39	.	15	16.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 3	classcount	21	.	17	18.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 3	classcount	15	.	19	20.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 3	classcount	1	.	21	22.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 4	classcount	8	.	5	6.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 4	classcount	32	.	7	8.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 4	classcount	24	.	9	10.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 4	classcount	14	.	11	12.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 4	classcount	5	.	13	14.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 4	classcount	3	.	15	16.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 4	classcount	1	.	17	18.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 4	classcount	1	.	19	20.9	.	.
Ahmed1976.1	Venezuela	.	rapax	male	data from table 2	Ahmed (1976) male rapax set 4	classcount	1	.	21	22.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 4	classcount	18	.	5	6.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 4	classcount	36	.	7	8.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 4	classcount	12	.	9	10.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 4	classcount	12	.	11	12.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 4	classcount	13	.	13	14.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 4	classcount	6	.	15	16.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 4	classcount	2	.	17	18.9	.	.
Ahmed1976.1	Venezuela	.	rapax	female	data from table 2	Ahmed (1976) female rapax set 4	classcount	1	.	19	20.9	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	2	.	3.75	4.25	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	2	.	4.25	4.75	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	9	.	4.75	5.25	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	2	.	5.25	5.75	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	5	.	5.75	6.25	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	5	.	6.25	6.75	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	10	.	6.75	7.25	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	12	.	7.25	7.75	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	19	.	7.75	8.25	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	13	.	8.25	8.75	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	27	.	8.75	9.25	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	19	.	9.25	9.75	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	52	.	9.75	10.25	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	36	.	10.25	10.75	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	46	.	10.75	11.25	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	34	.	11.25	11.75	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	57	.	11.75	12.25	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	21	.	12.25	12.75	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	23	.	12.75	13.25	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	6	.	13.25	13.75	.	.
Morgan1923.2	New Jersey and Massachusetts	.	pugnax	female	data from table 1	Morgan (1923) pugnax set	classcount	7	.	13.75	14.25	.	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	male	data from table 1 (size class sorted)	.	individual	.	4.4	.	.	.	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	male	data from table 1 (size class sorted)	.	mean/sd/min/max	11	7.47	6.1	8	0.52	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	male	data from table 1 (size class sorted)	.	mean/sd/min/max	30	9.17	8.1	10	0.58	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	male	data from table 1 (size class sorted)	.	mean/sd/min/max	64	11.07	10.1	12	0.52	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	male	data from table 1 (size class sorted)	.	mean/sd/min/max	41	13.03	12.1	14	0.6	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	male	data from table 1 (size class sorted)	.	mean/sd/min/max	57	15.03	14.1	16	0.58	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	male	data from table 1 (size class sorted)	.	mean/sd/min/max	29	16.74	16.1	18	0.44	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	male	data from table 1 (size class sorted)	.	mean/sd/min/max	7	18.92	18.1	20	0.5	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	male	data from table 1 (size class sorted)	.	individual	.	21.1	.	.	.	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	female	data from table 1 (non-ovigerous; size class sorted)	.	individual	.	4.3	.	.	.	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	female	data from table 1 (non-ovigerous; size class sorted)	.	mean/sd/min/max	6	6.98	6.1	8	0.46	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	female	data from table 1 (non-ovigerous; size class sorted)	.	mean/sd/min/max	12	9.39	8.1	10	0.51	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	female	data from table 1 (non-ovigerous; size class sorted)	.	mean/sd/min/max	27	11.21	10.1	12	0.57	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	female	data from table 1 (non-ovigerous; size class sorted)	.	mean/sd/min/max	35	13.07	12.1	14	0.44	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	female	data from table 1 (non-ovigerous; size class sorted)	.	mean/sd/min/max	21	14.78	14.1	16	0.54	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	female	data from table 1 (non-ovigerous; size class sorted)	.	mean/sd/min/max	14	16.55	16.1	18	0.6	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	female	data from table 1 (non-ovigerous; size class sorted)	.	mean/sd/min/max	4	18.4	18.1	20	0.21	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	female	data from table 1 (non-ovigerous; size class sorted)	.	individual	.	20.3	.	.	.	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	female	data from table 1 (ovigerous; size class sorted)	.	individual	.	9	.	.	.	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	female	data from table 1 (ovigerous; size class sorted)	.	mean/sd/min/max	4	10.95	10.1	12	0.26	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	female	data from table 1 (ovigerous; size class sorted)	.	mean/sd/min/max	10	13.01	12.1	14	0.71	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	female	data from table 1 (ovigerous; size class sorted)	.	mean/sd/min/max	7	15.37	14.1	16	0.56	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	female	data from table 1 (ovigerous; size class sorted)	.	mean/sd/min/max	4	16.85	16.1	18	0.21	.
delCastillo2015	Laguna Tamiahua, Veracruz, Mexico	.	virens	female	data from table 1 (ovigerous; size class sorted)	.	individual	.	18.6	.	.	.	.
Jones1980	Graeme Hall Swamp, Barbados	.	burgersi	male	data from figure 5 (although author reports n=130, only 128 individuals are represented in historgram)	Jones (1980) burgersi set	classcount	3	.	8	9	.	.
Jones1980	Graeme Hall Swamp, Barbados	.	burgersi	male	data from figure 5 (although author reports n=130, only 128 individuals are represented in historgram)	Jones (1980) burgersi set	classcount	5	.	9	10	.	.
Jones1980	Graeme Hall Swamp, Barbados	.	burgersi	male	data from figure 5 (although author reports n=130, only 128 individuals are represented in historgram)	Jones (1980) burgersi set	classcount	9	.	10	11	.	.
Jones1980	Graeme Hall Swamp, Barbados	.	burgersi	male	data from figure 5 (although author reports n=130, only 128 individuals are represented in historgram)	Jones (1980) burgersi set	classcount	7	.	11	12	.	.
Jones1980	Graeme Hall Swamp, Barbados	.	burgersi	male	data from figure 5 (although author reports n=130, only 128 individuals are represented in historgram)	Jones (1980) burgersi set	classcount	18	.	12	13	.	.
Jones1980	Graeme Hall Swamp, Barbados	.	burgersi	male	data from figure 5 (although author reports n=130, only 128 individuals are represented in historgram)	Jones (1980) burgersi set	classcount	18	.	13	14	.	.
Jones1980	Graeme Hall Swamp, Barbados	.	burgersi	male	data from figure 5 (although author reports n=130, only 128 individuals are represented in historgram)	Jones (1980) burgersi set	classcount	16	.	14	15	.	.
Jones1980	Graeme Hall Swamp, Barbados	.	burgersi	male	data from figure 5 (although author reports n=130, only 128 individuals are represented in historgram)	Jones (1980) burgersi set	classcount	18	.	15	16	.	.
