									Carapace Width				
Reference(s)	Location	ID	Species	Sex	Notes	Use	Type	n	val/mean	min	max	sd	se
Koch2005	Caeté River, Pará, Brazil	.	maracoani	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female maracoani set	classcount	3.83	.	15	16	.	.
Koch2005	Caeté River, Pará, Brazil	.	maracoani	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female maracoani set	classcount	2.08	.	16	17	.	.
Koch2005	Caeté River, Pará, Brazil	.	maracoani	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female maracoani set	classcount	3.04	.	17	18	.	.
Koch2005	Caeté River, Pará, Brazil	.	maracoani	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female maracoani set	classcount	3.99	.	18	19	.	.
Koch2005	Caeté River, Pará, Brazil	.	maracoani	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female maracoani set	classcount	4.31	.	19	20	.	.
Koch2005	Caeté River, Pará, Brazil	.	maracoani	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female maracoani set	classcount	2.88	.	20	21	.	.
Koch2005	Caeté River, Pará, Brazil	.	maracoani	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female maracoani set	classcount	1.76	.	21	22	.	.
Koch2005	Caeté River, Pará, Brazil	.	maracoani	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female maracoani set	classcount	1.92	.	22	23	.	.
Koch2005	Caeté River, Pará, Brazil	.	maracoani	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female maracoani set	classcount	2.4	.	23	24	.	.
Koch2005	Caeté River, Pará, Brazil	.	maracoani	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female maracoani set	classcount	1.28	.	24	25	.	.
Koch2005	Caeté River, Pará, Brazil	.	maracoani	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female maracoani set	classcount	1.44	.	25	26	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male rapax set	classcount	4.65	.	4	5	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male rapax set	classcount	2.53	.	5	6	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male rapax set	classcount	3.33	.	6	7	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male rapax set	classcount	3.33	.	7	8	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male rapax set	classcount	1.72	.	8	9	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male rapax set	classcount	2.84	.	9	10	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male rapax set	classcount	2.03	.	10	11	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male rapax set	classcount	2.03	.	11	12	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male rapax set	classcount	2.66	.	12	13	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male rapax set	classcount	1.86	.	13	14	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male rapax set	classcount	1.37	.	14	15	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male rapax set	classcount	2.33	.	15	16	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male rapax set	classcount	1.68	.	16	17	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male rapax set	classcount	1.04	.	17	18	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male rapax set	classcount	0.87	.	18	19	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male rapax set	classcount	0.38	.	20	21	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male rapax set	classcount	0.06	.	21	22	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female rapax set	classcount	4.17	.	4	5	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female rapax set	classcount	3.85	.	5	6	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female rapax set	classcount	3.53	.	6	7	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female rapax set	classcount	4.49	.	7	8	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female rapax set	classcount	2.4	.	8	9	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female rapax set	classcount	2.08	.	9	10	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female rapax set	classcount	3.85	.	10	11	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female rapax set	classcount	2.08	.	11	12	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female rapax set	classcount	1.92	.	12	13	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female rapax set	classcount	2.72	.	13	14	.	.
Koch2005	Caeté River, Pará, Brazil	.	rapax	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female rapax set	classcount	1.28	.	14	15	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male vocator set	classcount	2.49	.	4	5	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male vocator set	classcount	4.52	.	5	6	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male vocator set	classcount	5.37	.	6	7	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male vocator set	classcount	4.28	.	7	8	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male vocator set	classcount	3.35	.	8	9	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male vocator set	classcount	2.57	.	9	10	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male vocator set	classcount	1.71	.	10	11	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male vocator set	classcount	2.1	.	11	12	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male vocator set	classcount	2.8	.	12	13	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male vocator set	classcount	2.65	.	13	14	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male vocator set	classcount	2.34	.	14	15	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male vocator set	classcount	3.19	.	15	16	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male vocator set	classcount	1.79	.	16	17	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	male	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) male vocator set	classcount	0.7	.	17	18	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female vocator set	classcount	2.96	.	4	5	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female vocator set	classcount	2.73	.	5	6	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female vocator set	classcount	2.96	.	6	7	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female vocator set	classcount	2.73	.	7	8	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female vocator set	classcount	2.8	.	8	9	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female vocator set	classcount	1.48	.	9	10	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female vocator set	classcount	1.32	.	10	11	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female vocator set	classcount	0.86	.	11	12	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female vocator set	classcount	2.41	.	12	13	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female vocator set	classcount	2.41	.	13	14	.	.
Koch2005	Caeté River, Pará, Brazil	.	vocator	female	counts are averages across multiple samplings, rather than pure frequency counts	Koch (2005) female vocator set	classcount	2.1	.	14	15	.	.
Cardoso2004	Rio Indaiá, São Paulo, Brazil	.	leptodactyla	mixed	.	.	mean/sd/min/max	345	.	.	.	.	.
Cardoso2004	Rio Ubatumirim, São Paulo, Brazil	.	leptodactyla	mixed	.	.	mean/sd/min/max	411	.	.	.	.	.
Ringold1979.1	Bell Creek, Beaufort, Carteret County, North Carolina, USA	.	minax	male	.	.	mean	5	23.9	.	.	.	.
Ringold1979.1	Bell Creek, Beaufort, Carteret County, North Carolina, USA	.	minax	female	.	.	mean	2	22.9	.	.	.	.
Ringold1979.1	Bell Creek, Beaufort, Carteret County, North Carolina, USA	.	pugnax	male	.	.	mean	10	15.4	.	.	.	.
Ringold1979.1	Bell Creek, Beaufort, Carteret County, North Carolina, USA	.	pugnax	female	.	.	mean	5	14.9	.	.	.	.
Ringold1979.1	Bell Creek, Beaufort, Carteret County, North Carolina, USA	.	pugnax	male	.	.	mean	10	11.6	.	.	.	.
Ringold1979.1	Bell Creek, Beaufort, Carteret County, North Carolina, USA	.	pugnax	female	.	.	mean	5	11.6	.	.	.	.
Salmon1979.2	.	.	speciosa	mixed	.	.	range	45	.	10.4	12.5	.	.
Salmon1979.2	.	.	spinicarpa	mixed	.	.	range	35	.	12.3	18.8	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	11.9	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	12.8	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	13.3	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	14.2	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	14.9	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	15.9	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	16.1	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	16.5	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	17.2	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	17.9	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	18.3	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	18.8	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	19.6	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	20.2	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	19.7	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	20.1	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	20.6	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	21.5	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	22.3	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	23.8	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	24.3	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	25.2	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	25.3	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	24.7	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	24.2	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	24.8	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	26.1	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	27.5	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	30.2	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	31	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	32.1	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	34.6	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	34.6	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	34.6	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	36	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	36.9	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	38.9	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	40.6	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	40.3	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	41.4	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	42	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	42.5	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	45.2	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	42.7	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	41.7	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	41.3	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	41.2	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	38.3	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	39.2	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	39.3	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	37.9	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	37.1	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	37.5	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	36.9	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	36.3	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	35.6	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	35.3	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	34.9	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	34.6	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	33.9	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	33.1	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	33.2	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	32.9	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	33.3	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	32.2	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	31.3	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	31.2	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	31.2	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	30.2	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	30.1	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	29.1	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	29.1	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	29.3	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	28.1	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	27.1	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	25	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	25.2	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	25.9	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	23.2	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	23.1	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	21.4	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	19.3	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	18.4	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	18	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	18.1	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	16.8	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	16.7	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	16.9	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	16.2	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	14	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	14.4	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	15.1	.	.	.	.
Ens1993	Iouik, Banc d'Arguin, Mauritania	.	tangeri	male	digitized from fig 5	.	individual	.	15.5	.	.	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	31	.	2.5	3.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	50	.	3.5	4.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	222	.	4.5	5.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	169	.	5.5	6.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	144	.	6.5	7.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	130	.	7.5	8.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	100	.	8.5	9.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	122	.	9.5	10.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	59	.	10.5	11.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	62	.	11.5	12.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	56	.	12.5	13.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	80	.	13.5	14.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	80	.	14.5	15.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	109	.	15.5	16.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	76	.	16.5	17.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	66	.	17.5	18.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	25	.	18.5	19.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	83	.	19.5	20.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	39	.	20.5	21.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	59	.	21.5	22.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	25	.	22.5	23.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	27	.	23.5	24.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	57	.	24.5	25.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	34	.	25.5	26.5	.	.
Zwarts1990.1	Banc d'Arguin, Mauritania	.	tangeri	mixed	digitized from fig 2	Zwarts (1990) set	classcount	28	.	26.5	27.5	.	.
